# AiPinyin 词典 — 自动生成，请勿手动编辑
# 格式: 拼音,汉字,权重
# 共 47622 条
jiatingyingyuan,家庭影院,60
jiatingjiaoshi,家庭教师,60
jiatingfuwuyuan,家庭服务员,30
jiatingbingchuang,家庭病床,60
jiadi,家弟,100
jiaxianhusong,家弦户诵,60
jiadang,家当,100
jiatusibi,家徒四壁,60
jiatubili,家徒壁立,60
jiaci,家慈,100
jiachengyejiu,家成业就,60
jiazheng,家政,100
jiajiao,家教,100
jiasanrenwang,家散人亡,60
jiazu,家族,100
jiawuerzhu,家无二主,60
jiawudanshi,家无儋石,60
jiawuchangli,家无常礼,60
jiawudanshi,家无担石,60
jiawudouchu,家无斗储,60
jiajing,家景,100
jiayinrenzu,家殷人足,60
jiamu,家母,100
jiafa,家法,100
jiafanzhailuan,家烦宅乱,60
jiayan,家燕,100
jiafu,家父,100
jiazhen,家珍,100
jiayong,家用,100
jiayongdianqi,家用电器,60
jiadian,家电,100
jiachu,家畜,100
jiajuan,家眷,100
jiaporenwang,家破人亡,60
jiaporenli,家破人离,60
jiaposhenwang,家破身亡,60
jiaci,家祠,100
jiaji,家祭,100
jiaqin,家禽,100
jiasi,家私,100
jiazhong,家种,100
jiatong,家童,100
jiaxi,家系,100
jialei,家累,100
jialeiqianjin,家累千金,60
jiajirenzu,家给人足,60
jiajihuzu,家给户足,60
jiajiminzu,家给民足,60
jiaweng,家翁,100
jiafanzhailuan,家翻宅乱,60
jiachen,家臣,100
jiazhirenshuo,家至人说,60
jiazhihudao,家至户到,60
jiazhihucha,家至户察,60
jiazhihuxiao,家至户晓,60
jiacanghuyou,家藏户有,60
jiacan,家蚕,100
jiaying,家蝇,100
jiajianhushuo,家见户说,60
jiagui,家规,100
jiaji,家计,100
jiaxun,家训,100
jiafang,家访,100
jiayuhuxiao,家谕户晓,60
jiapu,家谱,100
jiacai,家财,100
jiabairenwang,家败人亡,60
jiapinqinlao,家贫亲老,60
jiapinruxi,家贫如洗,60
jiazei,家贼,100
jiazeinanfang,家贼难防,60
jiazi,家资,100
jiadao,家道,100
jiadaozhongluo,家道中落,60
jiadaocongrong,家道从容,60
jiadaoxiaokang,家道小康,60
jiadaoxiaofa,家道消乏,60
jianiang,家酿,100
jiali,家里,100
jiazhang,家长,100
jiazhangzhi,家长制,60
jiazhangxuexiao,家长学校,60
jiachangliduan,家长礼短,60
jiachangliduan,家长里短,60
jiamen,家门,100
jiayuan,家院,100
jiaqiao,家雀,100
jiaqiaoer,家雀儿,60
jiafeng,家风,100
jiajirenbi,家骥人璧,60
jiaji,家鸡,100
jiajiyezhi,家鸡野雉,60
jiajiyewu,家鸡野鹜,60
jiage,家鸽,100
jiashu,家鼠,100
rongguanghuanfa,容光焕发,60
rongtouguoshen,容头过身,60
rongxizhidi,容膝之地,60
rongxu,容许,100
rongliang,容量,100
kuanrendadu,宽仁大度,60
kuanyidairen,宽以待人,60
kuanti,宽体,100
kuanjia,宽假,100
kuanhe,宽和,100
kuanda,宽大,100
kuandaweihuai,宽大为怀,60
kuanhongdadu,宽宏大度,60
kuanhongdaliang,宽宏大量,60
kuanfu,宽幅,100
kuanguang,宽广,100
kuandu,宽度,100
kuandai,宽待,100
kuanhuaidadu,宽怀大度,60
kuandazhaiyong,宽打窄用,60
kuanhongdadu,宽洪大度,60
kuanhongdaliang,宽洪大量,60
kuanhonghailiang,宽洪海量,60
kuanmengbingji,宽猛并济,60
kuanmengxiangji,宽猛相济,60
kuanchuo,宽绰,100
kuanjie,宽解,100
kuanhuodadu,宽豁大度,60
kuanyinmu,宽银幕,60
bincong,宾从,100
binfu,宾服,100
suxuejiuru,宿学旧儒,60
sujiang,宿将,100
subiyiqing,宿弊一清,60
xiushuicanfeng,宿水飡风,60
xiushuicanfeng,宿水餐风,60
sushe,宿舍,100
xiuyucanfeng,宿雨餐风,60
jitianmodi,寂天寞地,60
jiranbudong,寂然不动,60
jiruowuren,寂若无人,60
jixingyuqing,寄兴寓情,60
jisuzhi,寄宿制,60
jizeng,寄赠,100
jiyanchuanshu,寄雁传书,60
mibutongfeng,密不通风,60
miyunbuyu,密云不雨,60
mifa,密发,100
mifengquan,密封圈,60
mifengtiao,密封条,60
mimaxiang,密码箱,60
miyuetouqi,密约偷期,60
miji,密级,100
miyu,密语,100
mijixing,密集型,60
fuli,富丽,100
fulitanghuang,富丽堂皇,60
fukediguo,富可敌国,60
fushangdagu,富商大贾,60
fushangjugu,富商巨贾,60
fushangxujia,富商蓄贾,60
fuguoqiangbing,富国强兵,60
fuguoqiangmin,富国强民,60
fuguoqiangbing,富国彊兵,60
fuzaizhizu,富在知足,60
fuliewanghou,富埒王侯,60
fushidajia,富室大家,60
fujia,富家,100
fujiadashi,富家大室,60
fujiajushi,富家巨室,60
fufuyouyu,富富有余,60
fuqiang,富强,100
fuqiangfen,富强粉,60
fuyou,富有,100
fuyingyanghua,富营养化,60
fuyuzhongnong,富裕中农,60
fuguibuyin,富贵不淫,60
fuguibunengyin,富贵不能淫,30
fuguironghua,富贵荣华,60
fugu,富贾,100
fuliwangu,富轹万古,60
hanchen,寒伧,100
hanjia,寒假,100
handonglayue,寒冬腊月,60
hanliang,寒凉,100
hanhao,寒号,100
hanshujia,寒暑假,60
hanmuchunhua,寒木春华,60
hanwuji,寒武纪,60
hanquanzhisi,寒泉之思,60
hanhuigengran,寒灰更然,60
hanzheng,寒症,100
hanchen,寒碜,100
hanfuduanshi,寒腹短识,60
hanshe,寒舍,100
hanhuawanjie,寒花晚节,60
hanchanqiqie,寒蝉凄切,60
hansuanxiang,寒酸相,60
hansuanluopo,寒酸落魄,60
hanlu,寒露,100
hanzhan,寒颤,100
hanfeng,寒风,100
hanfengqinji,寒风侵肌,60
hanshi,寒食,100
yuyu,寓于,100
yuqingyujing,寓情于景,60
yuyishenyuan,寓意深远,60
yuyishenchang,寓意深长,60
qinbuanxi,寝不安席,60
qinbuchengmei,寝不成寐,60
qinbuliaomei,寝不聊寐,60
qinguanpukuang,寝关曝纩,60
qinpishirou,寝皮食肉,60
qinshanzhentu,寝苫枕土,60
qinshanzhenkuai,寝苫枕块,60
qinshanzhengan,寝苫枕干,60
qinshanzhenge,寝苫枕戈,60
qinshanzhencao,寝苫枕草,60
qinche,寝车,100
qinshi,寝食,100
qinshibuan,寝食不安,60
qinshijufei,寝食俱废,60
chajinzhigu,察今知古,60
chachaweiming,察察为明,60
chajizhiren,察己知人,60
chakan,察看,100
chajianyuanyu,察见渊鱼,60
chajue,察觉,100
chayanguanse,察言观色,60
chayanguanxing,察言观行,60
chayanguanse,察颜观色,60
guabudizhong,寡不敌众,60
guabushengzhong,寡不胜众,60
guaershaoshuang,寡二少双,60
guaxinqingnuo,寡信轻诺,60
guafudanhu,寡凫单鹄,60
guahe,寡合,100
guatou,寡头,100
guatouzhengzhi,寡头政治,60
guaqi,寡妻,100
gualianxianchi,寡廉鲜耻,60
guaqingbaoyi,寡情薄意,60
guajianshaowen,寡见少闻,60
guajianxianwen,寡见鲜闻,60
guawenshaojian,寡闻少见,60
liaoliaokeshu,寥寥可数,60
liaoliaoshuyu,寥寥数语,60
liaoliaowuji,寥寥无几,60
liaoruochenxing,寥若晨星,60
liaoluo,寥落,100
cunsibugua,寸丝不挂,60
cunbingchitie,寸兵尺铁,60
cunlibide,寸利必得,60
cunjiner,寸劲儿,60
cunshanpianchang,寸善片长,60
cuntuburang,寸土不让,60
cuntuchidi,寸土尺地,60
cuntuchijin,寸土尺金,60
cundichitian,寸地尺天,60
cuntou,寸头,100
cunyousuochang,寸有所长,60
cunkai,寸楷,100
cunbubuli,寸步不离,60
cunbuburang,寸步不让,60
cunbunanyi,寸步难移,60
cunbunanxing,寸步难行,60
cuntianchizhai,寸田尺宅,60
cunnanchinv,寸男尺女,60
cunjizhulei,寸积铢累,60
cuncaobusheng,寸草不生,60
cuncaobuliu,寸草不留,60
cuncaoxianjie,寸草衔结,60
cuntichijian,寸蹄尺缣,60
cunjinchitui,寸进尺退,60
cunliangzhucheng,寸量铢称,60
cunchangchiji,寸长尺技,60
cunchangchiduan,寸长尺短,60
cunchangpianshan,寸长片善,60
cunyinchibi,寸阴尺璧,60
cunyinruosui,寸阴若岁,60
duibuzhu,对不住,60
duibuqi,对不起,60
duishibuduiren,对事不对人,30
duinei,对内,100
duijin,对劲,100
duikouxiangsheng,对口相声,60
duitaixi,对台戏,60
duihao,对号,100
duihaoruzuo,对号入座,60
duitou,对头,100
duitouyuanjia,对头冤家,60
duijia,对家,100
duizhi,对峙,100
duichuangyeyu,对床夜语,60
duichuangyeyu,对床夜雨,60
duichuangfengyu,对床风雨,60
duiying,对应,100
duidai,对待,100
duidezhu,对得住,60
duideshu,对得数,60
duideqi,对得起,60
duida,对打,100
duizhe,对折,100
duishu,对数,100
duijingshangqing,对景伤情,60
duijingguahua,对景挂画,60
duibidu,对比度,60
duiniutanqin,对牛弹琴,60
duizheng,对症,100
duizhengxiayao,对症下药,60
duizhengzhiyao,对症之药,60
duizhengfayao,对症发药,60
duizhegan,对着干,60
duichen,对称,100
duichenxing,对称性,60
duichenzhou,对称轴,60
duikongsheji,对空射击,60
duida,对答,100
duidaruliu,对答如流,60
duibu,对簿,100
duibugongtang,对簿公堂,60
duibugongtang,对薄公堂,60
duijiao,对角,100
duijiaoxian,对角线,60
duiyi,对译,100
duidiao,对调,100
duiguo,对过,100
duijiudangge,对酒当歌,60
duiyin,对饮,100
duiqi,对齐,100
siguan,寺观,100
xunqin,寻亲,100
xunhu,寻呼,100
xunhutai,寻呼台,60
xinsi,寻思,100
xunzhizhaiye,寻枝摘叶,60
xungenjiudi,寻根究底,60
xungenzhuidi,寻根追底,60
xungenwendi,寻根问底,60
xunhuanzuole,寻欢作乐,60
xunxiasixi,寻瑕伺隙,60
xunduanjian,寻短见,60
xunzhangzhaiju,寻章摘句,60
xunhangshumo,寻行数墨,60
xunxingzhudui,寻行逐队,60
xunjian,寻见,100
xunzong,寻踪,100
xunfengzhuoying,寻风捉影,60
daoti,导体,100
daodan,导弹,100
daodanjidi,导弹基地,60
daodanting,导弹艇,60
daodeqili,导德齐礼,60
daoliu,导流,100
daohangtai,导航台,60
daolun,导论,100
daozhen,导诊,100
daoyu,导语,100
daodu,导读,100
shoubuyazhi,寿不压职,60
shouyuanwuliang,寿元无量,60
shouping,寿屏,100
shoushanshi,寿山石,60
shoushu,寿数,100
shoubinanshan,寿比南山,60
shouzhongzhengqin,寿终正寝,60
fenghao,封号,100
fengdi,封地,100
fengqiyinzi,封妻荫子,60
fengguanxuyuan,封官许原,60
fengguanxuyuan,封官许愿,60
fengdi,封底,100
fengjianzhidu,封建制度,60
fengjiangeju,封建割据,60
fengjianbatou,封建把头,60
fengjianshehui,封建社会,60
fengtiao,封条,100
fengni,封泥,100
fenggang,封港,100
fengwang,封王,100
fengjiang,封疆,100
fengjin,封禁,100
fengshan,封禅,100
fengbi,封笔,100
fenghang,封航,100
fengshichangshe,封豕长蛇,60
fengxixiushe,封豨修蛇,60
fengbishi,封闭式,60
sherenxianshema,射人先射马,30
shexiangzhiti,射像止啼,60
sheru,射入,100
sheji,射击,100
shejichang,射击场,60
sheliguming,射利沽名,60
yegan,射干,100
sheying,射影,100
sheyinghansha,射影含沙,60
sheshou,射手,100
shesha,射杀,100
sheliu,射流,100
shelie,射猎,100
shedianwangyuanjing,射电望远镜,30
shejie,射界,100
sheshiyinyu,射石饮羽,60
shecheng,射程,100
shejian,射箭,100
shejing,射精,100
shexian,射线,100
shemen,射门,100
shepin,射频,100
sheyuzhitian,射鱼指天,60
jiangling,将令,100
qiangbozhizhu,将伯之助,60
qiangbozhihu,将伯之呼,60
jiangxinjiangyi,将信将疑,60
jiangbing,将兵,100
jiangyang,将养,100
jiangjun,将军,100
jianggongzhezui,将功折罪,60
jianggongsheguo,将功折过,60
jianggongdizui,将功抵罪,60
jianggongbuguo,将功补过,60
jianggongshuzui,将功赎罪,60
jiangqinbuzhuo,将勤补拙,60
jiangquguyu,将取固予,60
jiangshi,将士,100
jiangtianjiudi,将天就地,60
jiangduoguyu,将夺固与,60
jiangguan,将官,100
qiangqiang,将将,100
jiangwei,将尉,100
jiangjiu,将就,100
jiangshuai,将帅,100
jiangxinbixin,将心比心,60
jiangxi,将息,100
jiangcai,将才,100
jiangwuzuoyou,将无作有,60
jiangwuzuoyou,将无做有,60
jiangbenqiuli,将本求利,60
jiangbenqiucai,将本求财,60
jiangjijiuji,将机就机,60
jiangjijiuji,将机就计,60
jianglidaitao,将李代桃,60
jianglai,将来,100
jiangxiao,将校,100
jiangci,将次,100
jiangxiang,将相,100
jiangxiangzhiqi,将相之器,60
jiangxiongbidu,将胸比肚,60
jiangxiadiaobie,将虾钓鳖,60
jiangyao,将要,100
jiangjijiuji,将计就计,60
jiangjin,将近,100
qiangjinjiu,将进酒,60
jiangyuliangcai,将遇良材,60
jiangcuojiucuo,将错就错,60
jiangmen,将门,100
jiangmenwuquanzi,将门无犬子,30
jiangmenyoujiang,将门有将,60
jiangmenhuzi,将门虎子,60
jiangshunqimei,将顺其美,60
jiangling,将领,100
jiangfeiyifu,将飞翼伏,60
weiguan,尉官,100
yuli,尉犁,100
yuchi,尉迟,100
zunzhuzemin,尊主泽民,60
zunzuzhechong,尊俎折冲,60
zunkou,尊口,100
zunxingdaming,尊姓大名,60
zunshizhongjiao,尊师重教,60
zunshizhongdao,尊师重道,60
zunwuershang,尊无二上,60
zunxianshineng,尊贤使能,60
xiaoburenzeluandamou,小不忍则乱大谋,30
xiaobudian,小不点,60
xiaobudianer,小不点儿,60
xiaochoutiaoliang,小丑跳梁,60
xiaoyatou,小丫头,60
xiaocheng,小乘,100
xiaoshiyijian,小事一件,60
xiaorener,小人儿,60
xiaorenershu,小人儿书,60
xiaorendezhi,小人得志,60
xiaocangku,小仓库,60
xiaoling,小令,100
xiaojian,小件,100
xiaohuoji,小伙计,60
xiaozhuan,小传,100
xiaoti,小体,100
xiaobian,小便,100
xiaopianyi,小便宜,60
xiaobianchi,小便池,60
xiaoermabizheng,小儿麻痹症,30
xiaoxiongdi,小兄弟,60
xiaocezi,小册子,60
xiaonongjingji,小农经济,60
xiaodaohui,小刀会,60
xiaofendui,小分队,60
xiaobie,小别,100
xiaoqianti,小前提,60
xiaoqu,小区,100
xiaozu,小卒,100
xiaowoche,小卧车,60
xiaoshoudazou,小受大走,60
xiaoke,小可,100
xiaoyeyang,小叶杨,60
xiaohao,小号,100
xiaohechang,小合唱,60
xiaoquanzi,小圈子,60
xiaoxingzhang,小型张,60
xiaoyequ,小夜曲,60
xiaodarener,小大人儿,60
xiaodayouzhi,小大由之,60
xiaotiandi,小天地,60
xiaofuqi,小夫妻,60
xiaotou,小头,100
xiaonv,小女,100
xiaonvzi,小女子,60
xiaoniuer,小妞儿,60
xiaoguduchu,小姑独处,60
xiaoxuexiao,小学校,60
xiaohaizi,小孩子,60
xiaobaobao,小宝宝,60
xiaokeche,小客车,60
xiaojiahuo,小家伙,60
xiaojiazi,小家子,60
xiaojiaziqi,小家子气,60
xiaojiating,小家庭,60
xiaojiadian,小家电,60
xiaojiabiyu,小家碧玉,60
xiaojiang,小将,100
xiaoxiaobuyan,小小不言,60
xiaoxiaoshuo,小小说,60
xiaogazi,小尕子,60
xiaoqudashen,小屈大伸,60
xiaoqudashen,小屈大申,60
xiaowujiandawu,小巫见大巫,30
xiaojideshi,小己得失,60
xiaopingtou,小平头,60
xiaoguanggao,小广告,60
xiaoguangbo,小广播,60
xiaokangzhijia,小康之家,60
xiaoliandafa,小廉大法,60
xiaolianqujin,小廉曲谨,60
xiaoyidatong,小异大同,60
xiaodi,小弟,100
xiaowangdalai,小往大来,60
xiaoxunhuan,小循环,60
xiaochengdajie,小惩大诫,60
xiaoyisi,小意思,60
xiaoxi,小戏,100
xiaohurenjia,小户人家,60
xiaoshouzhi,小手指,60
xiaodaxiaonao,小打小闹,60
xiaobaxi,小把戏,60
xiaotiqin,小提琴,60
xiaojiao,小教,100
xiaoshu,小数,100
xiaoshudian,小数点,60
xiaoshiliaoliao,小时了了,60
xiaoqu,小曲,100
xiaoquer,小曲儿,60
xiaowangdazhi,小枉大直,60
xiaozhi,小枝,100
xiaokai,小楷,100
xiaobuwu,小步舞,60
xiaomaotou,小毛头,60
xiaoshuidian,小水电,60
xiaoliuyu,小流域,60
xiaochao,小炒,100
xiaoxiongmao,小熊猫,60
xiaowang,小王,100
xiaowangzi,小王子,60
xiaokan,小看,100
xiaoyanbopi,小眼薄皮,60
xiaojie,小结,100
xiaolaotou,小老头,60
xiaoeryanzhi,小而言之,60
xiaoduzi,小肚子,60
xiaodujichang,小肚鸡肠,60
xiaojiaonvren,小脚女人,60
xiaojiuzi,小舅子,60
xiaojie,小节,100
xiaosuda,小苏打,60
xiaoluobo,小萝卜,60
xiaoluobotou,小萝卜头,60
xiaoxingxing,小行星,60
xiaoqu,小觑,100
xiaojiao,小角,100
xiaojie,小解,100
xiaoshuo,小说,100
xiaoshuojia,小说家,60
xiaodiao,小调,100
xiaopao,小跑,100
xiaoche,小车,100
xiaojiaoche,小轿车,60
xiaoguo,小过,100
xiaodaoerxiaoxi,小道儿消息,30
xiaoliang,小量,100
xiaogangpao,小钢炮,60
xiaoqiangui,小钱柜,60
xiaomenlianer,小门脸儿,60
xiaoyuaner,小院儿,60
xiaoyu,小雨,100
xiaotidazuo,小题大作,60
xiaotidazuo,小题大做,60
xiaoshi,小食,100
xiaoguitou,小鬼头,60
xiaoluchuxintou,小鹿触心头,30
xiaoxiadachi,小黠大痴,60
shaoyidian,少一点,60
shaobuliao,少不了,60
shaobude,少不得,60
shaobugengshi,少不更事,60
shaobujingshi,少不经事,60
shaodongjia,少东家,60
shaoyu,少于,100
shaoer,少儿,100
shaoxiandui,少先队,60
shaoke,少刻,100
shaochijianyong,少吃俭用,60
shaoshang,少商,100
shaozhuang,少壮,100
shaozhuangpai,少壮派,60
shaotouquewei,少头缺尾,60
shaonv,少女,100
shaonvzhuang,少女装,60
shaonainai,少奶奶,60
shaofu,少妇,100
shaozi,少子,100
shaoanwuzao,少安无躁,60
shaoanwuzao,少安毋躁,60
shaojiang,少将,100
shaowei,少尉,100
shaoxiao,少小,100
shaoxiaowucai,少小无猜,60
shaoshao,少少,100
shaoshuai,少帅,100
shaonian,少年,100
shaonianzhijia,少年之家,60
shaonianxianfengdui,少年先锋队,30
shaoniangong,少年宫,60
shaoniandezhi,少年得志,60
shaonianfating,少年法庭,60
shaonianfan,少年犯,60
shaonianlaocheng,少年老成,60
shaonianlaocheng,少年老诚,60
shaonianxing,少年行,60
shaofu,少府,100
shaodai,少待,100
shaochengruoxing,少成若性,60
shaozhanggui,少掌柜,60
shaoshu,少数,100
shaoshuminzu,少数民族,60
shaoshi,少时,100
shaoyou,少有,100
shaotiaoshijiao,少条失教,60
shaolin,少林,100
shaolinsi,少林寺,60
shaolinquan,少林拳,60
shaoxiao,少校,100
shaoqiwuli,少气无力,60
shaohai,少海,100
shaoye,少爷,100
shaonan,少男,100
shaobaitou,少白头,60
shaoxiang,少相,100
shaoli,少礼,100
shaosiguayu,少私寡欲,60
shaoguansuo,少管所,60
shaozongjishi,少纵即逝,60
shaoerjing,少而精,60
shaojian,少见,100
shaojianduoguai,少见多怪,60
shaoyanguayu,少言寡语,60
shaoxu,少许,100
shaoshuo,少说,100
shaoliang,少量,100
shaopei,少陪,100
shaoqing,少顷,100
galver,尕驴儿,60
jianxiao,尖削,100
jianzuiboshe,尖嘴薄舌,60
jiantou,尖头,100
jiandanliangtoutuo,尖担两头脱,30
jianliuliu,尖溜溜,60
jianyanlengyu,尖言冷语,60
jianyanjianyu,尖言尖语,60
jiansuankebo,尖酸刻薄,60
chensha,尘沙,100
chenjie,尘芥,100
shangqie,尚且,100
shangke,尚可,100
shanghao,尚好,100
shangdai,尚待,100
shangxuzhongkui,尚虚中馈,60
changxian,尝鲜,100
changdingyiluan,尝鼎一脔,60
youyuntiyu,尤云殢雨,60
youqi,尤其,100
youshen,尤甚,100
youhongticui,尤红殢翠,60
liaojuezi,尥蹶子,60
yaoqushunbu,尧趋舜步,60
mangmeihaofa,尨眉皓发,60
jiushilunshi,就事论事,60
jiuren,就任,100
jiubian,就便,100
jiuhe,就合,100
jiudi,就地,100
jiudiqucai,就地取材,60
jiudizhengfa,就地正法,60
jiujiao,就教,100
jiugundatui,就棍打腿,60
jiuzheng,就正,100
jiuzhengyoudao,就正有道,60
jiutangxiamian,就汤下面,60
jiuyao,就要,100
jiushi,就食,100
shiti,尸体,100
shijulongxian,尸居龙见,60
shishanxuehai,尸山血海,60
shihengbianye,尸横遍野,60
shigu,尸骨,100
chieryuanjia,尺二冤家,60
chierxiucai,尺二秀才,60
chibingcuntie,尺兵寸铁,60
chitou,尺头,100
chizi,尺子,100
chicun,尺寸,100
chicunzhigong,尺寸之功,60
chicunzhidi,尺寸之地,60
chicunzhibing,尺寸之柄,60
chicunqianli,尺寸千里,60
chicunkequ,尺寸可取,60
chishancunshui,尺山寸水,60
chibudousu,尺布斗粟,60
chifu,尺幅,100
chifuqianli,尺幅千里,60
chifucunjian,尺幅寸缣,60
chidu,尺度,100
chiyousuoduan,尺有所短,60
chibandoushi,尺板斗食,60
chishucunhong,尺树寸泓,60
chichuanpianwa,尺椽片瓦,60
chibushengqu,尺步绳趋,60
chishuizhangbo,尺水丈波,60
chibodianxie,尺波电谢,60
chize,尺泽,100
chizezhini,尺泽之鲵,60
chidu,尺牍,100
chiyucunxia,尺瑜寸瑕,60
chiduancunchang,尺短寸长,60
chima,尺码,100
chizhuwufu,尺竹伍符,60
chijiwufu,尺籍伍符,60
chihuo,尺蠖,100
chihuoqiushen,尺蠖求伸,60
chigu,尺骨,100
nicai,尼采,100
nilongbu,尼龙布,60
nilongsheng,尼龙绳,60
nilongwang,尼龙网,60
nilongdai,尼龙袋,60
nilongwa,尼龙袜,60
jinyiwu,尽义务,60
jinrenshi,尽人事,60
jinrenjiezhi,尽人皆知,60
jinfudongliu,尽付东流,60
jinxinshuburuwushu,尽信书不如无书,30
jinxian,尽先,100
jinrugouzhong,尽入彀中,60
jinquanli,尽全力,60
jinxing,尽兴,100
jinqisuoyou,尽其所有,60
jinqisuoneng,尽其所能,60
jinqisuochang,尽其所长,60
jinli,尽力,100
jinlierwei,尽力而为,60
jinkeneng,尽可能,60
jinshanjinmei,尽善尽美,60
jinduojinshao,尽多尽少,60
jintou,尽头,100
jinrurenyi,尽如人意,60
jinxiao,尽孝,100
jinxin,尽心,100
jinxinjinli,尽心尽力,60
jinxinjieli,尽心竭力,60
jinzhong,尽忠,100
jinzhongbaoguo,尽忠报国,60
jinzhongjieli,尽忠竭力,60
jinkuai,尽快,100
jintaijiyan,尽态极妍,60
jinxing,尽性,100
jinqing,尽情,100
jinyi,尽意,100
jinshouyandi,尽收眼底,60
jinshu,尽数,100
jinzao,尽早,100
jinshi,尽是,100
jinxian,尽显,100
jinhuan,尽欢,100
jinhuanersan,尽欢而散,60
jinran,尽然,100
jincui,尽瘁,100
jinzhe,尽着,100
jinguan,尽管,100
jinmeijinshan,尽美尽善,60
jinzhi,尽职,100
jinzi,尽自,100
jinzhi,尽致,100
jinrang,尽让,100
jinchengjiejie,尽诚竭节,60
jinshuopiaolianghua,尽说漂亮话,30
jinze,尽责,100
jinlitou,尽里头,60
jinliang,尽量,100
weisheng,尾声,100
weidabudiao,尾大不掉,60
weidanandiao,尾大难掉,60
weiba,尾巴,100
weishu,尾数,100
weiqian,尾欠,100
weiqi,尾气,100
weideng,尾灯,100
weishengzhixin,尾生之信,60
weishengbaozhu,尾生抱柱,60
weikuang,尾矿,100
weiyu,尾羽,100
weiyi,尾翼,100
weihua,尾花,100
weiyou,尾蚴,100
weizhui,尾追,100
weibu,尾部,100
weisui,尾随,100
weisuibushe,尾随不舍,60
weiyin,尾音,100
weigu,尾骨,100
niaohu,尿壶,100
niaoshijin,尿失禁,60
niaobengzheng,尿崩症,60
niaobu,尿布,100
niaochuang,尿床,100
suipao,尿泡,100
niaoliupigun,尿流屁滚,60
niaokang,尿炕,100
niaopen,尿盆,100
niaosu,尿素,100
niaofei,尿肥,100
suipao,尿脬,100
niaoxie,尿血,100
niaodao,尿道,100
niaodaoyan,尿道炎,60
niaosuan,尿酸,100
niaobi,尿闭,100
niaopin,尿频,100
juzhongren,局中人,60
jucubuan,局促不安,60
juneiren,局内人,60
judikoutian,局地扣天,60
